experiment,image_id,filename,method,transform,transform_parameters,alignment_mode,metric,metric_value,runtime_seconds,failure
geometric_sync_pilot_v1,000000000724,000000000724.jpg,phash,scaling,"{""intensity"": 1.5}",estimated,hamming_distance,,0.000591,OpenCV/numpy unavailable for estimated alignment
geometric_sync_pilot_v1,000000000724,000000000724.jpg,dhash,scaling,"{""intensity"": 1.5}",estimated,hamming_distance,,0.000427,OpenCV/numpy unavailable for estimated alignment
geometric_sync_pilot_v1,000000000724,000000000724.jpg,ahash,scaling,"{""intensity"": 1.5}",estimated,hamming_distance,,0.000384,OpenCV/numpy unavailable for estimated alignment
geometric_sync_pilot_v1,000000000724,000000000724.jpg,whash,scaling,"{""intensity"": 1.5}",estimated,hamming_distance,,0.002160,OpenCV/numpy unavailable for estimated alignment
geometric_sync_pilot_v1,000000000776,000000000776.jpg,phash,rotation,"{""intensity"": 5}",none,hamming_distance,8,0.016187,
geometric_sync_pilot_v1,000000000776,000000000776.jpg,dhash,rotation,"{""intensity"": 5}",none,hamming_distance,8,0.014321,
geometric_sync_pilot_v1,000000000776,000000000776.jpg,ahash,rotation,"{""intensity"": 5}",none,hamming_distance,2,0.015216,
geometric_sync_pilot_v1,000000000776,000000000776.jpg,whash,rotation,"{""intensity"": 5}",none,hamming_distance,4,0.019737,
geometric_sync_pilot_v1,000000000776,000000000776.jpg,phash,rotation,"{""intensity"": 5}",oracle,hamming_distance,5,0.017256,
geometric_sync_pilot_v1,000000000776,000000000776.jpg,dhash,rotation,"{""intensity"": 5}",oracle,hamming_distance,2,0.016843,
geometric_sync_pilot_v1,000000000776,000000000776.jpg,ahash,rotation,"{""intensity"": 5}",oracle,hamming_distance,1,0.024289,
geometric_sync_pilot_v1,000000000776,000000000776.jpg,whash,rotation,"{""intensity"": 5}",oracle,hamming_distance,2,0.012959,
geometric_sync_pilot_v1,000000000776,000000000776.jpg,phash,rotation,"{""intensity"": 5}",estimated,hamming_distance,,0.005811,OpenCV/numpy unavailable for estimated alignment
geometric_sync_pilot_v1,000000000776,000000000776.jpg,dhash,rotation,"{""intensity"": 5}",estimated,hamming_distance,,0.001006,OpenCV/numpy unavailable for estimated alignment
geometric_sync_pilot_v1,000000000776,000000000776.jpg,ahash,rotation,"{""intensity"": 5}",estimated,hamming_distance,,0.000854,OpenCV/numpy unavailable for estimated alignment
geometric_sync_pilot_v1,000000000776,000000000776.jpg,whash,rotation,"{""intensity"": 5}",estimated,hamming_distance,,0.001945,OpenCV/numpy unavailable for estimated alignment
geometric_sync_pilot_v1,000000000776,000000000776.jpg,phash,rotation,"{""intensity"": 20}",none,hamming_distance,13,0.015554,
geometric_sync_pilot_v1,000000000776,000000000776.jpg,dhash,rotation,"{""intensity"": 20}",none,hamming_distance,14,0.017861,
geometric_sync_pilot_v1,000000000776,000000000776.jpg,ahash,rotation,"{""intensity"": 20}",none,hamming_distance,10,0.017738,
geometric_sync_pilot_v1,000000000776,000000000776.jpg,whash,rotation,"{""intensity"": 20}",none,hamming_distance,9,0.015494,
geometric_sync_pilot_v1,000000000776,000000000776.jpg,phash,rotation,"{""intensity"": 20}",oracle,hamming_distance,12,0.017242,
geometric_sync_pilot_v1,000000000776,000000000776.jpg,dhash,rotation,"{""intensity"": 20}",oracle,hamming_distance,4,0.022038,
geometric_sync_pilot_v1,000000000776,000000000776.jpg,ahash,rotation,"{""intensity"": 20}",oracle,hamming_distance,9,0.019282,
geometric_sync_pilot_v1,000000000776,000000000776.jpg,whash,rotation,"{""intensity"": 20}",oracle,hamming_distance,9,0.019197,
geometric_sync_pilot_v1,000000000776,000000000776.jpg,phash,rotation,"{""intensity"": 20}",estimated,hamming_distance,,0.000722,OpenCV/numpy unavailable for estimated alignment
geometric_sync_pilot_v1,000000000776,000000000776.jpg,dhash,rotation,"{""intensity"": 20}",estimated,hamming_distance,,0.000506,OpenCV/numpy unavailable for estimated alignment
geometric_sync_pilot_v1,000000000776,000000000776.jpg,ahash,rotation,"{""intensity"": 20}",estimated,hamming_distance,,0.000619,OpenCV/numpy unavailable for estimated alignment
geometric_sync_pilot_v1,000000000776,000000000776.jpg,whash,rotation,"{""intensity"": 20}",estimated,hamming_distance,,0.000537,OpenCV/numpy unavailable for estimated alignment
geometric_sync_pilot_v1,000000000776,000000000776.jpg,phash,scaling,"{""intensity"": 0.75}",none,hamming_distance,0,0.010605,
geometric_sync_pilot_v1,000000000776,000000000776.jpg,dhash,scaling,"{""intensity"": 0.75}",none,hamming_distance,0,0.014212,
geometric_sync_pilot_v1,000000000776,000000000776.jpg,ahash,scaling,"{""intensity"": 0.75}",none,hamming_distance,0,0.013059,
geometric_sync_pilot_v1,000000000776,000000000776.jpg,whash,scaling,"{""intensity"": 0.75}",none,hamming_distance,0,0.013092,
geometric_sync_pilot_v1,000000000776,000000000776.jpg,phash,scaling,"{""intensity"": 0.75}",oracle,hamming_distance,0,0.023699,
geometric_sync_pilot_v1,000000000776,000000000776.jpg,dhash,scaling,"{""intensity"": 0.75}",oracle,hamming_distance,0,0.024384,
geometric_sync_pilot_v1,000000000776,000000000776.jpg,ahash,scaling,"{""intensity"": 0.75}",oracle,hamming_distance,0,0.023029,
geometric_sync_pilot_v1,000000000776,000000000776.jpg,whash,scaling,"{""intensity"": 0.75}",oracle,hamming_distance,0,0.020020,
geometric_sync_pilot_v1,000000000776,000000000776.jpg,phash,scaling,"{""intensity"": 0.75}",estimated,hamming_distance,,0.000590,OpenCV/numpy unavailable for estimated alignment
geometric_sync_pilot_v1,000000000776,000000000776.jpg,dhash,scaling,"{""intensity"": 0.75}",estimated,hamming_distance,,0.000388,OpenCV/numpy unavailable for estimated alignment
geometric_sync_pilot_v1,000000000776,000000000776.jpg,ahash,scaling,"{""intensity"": 0.75}",estimated,hamming_distance,,0.001899,OpenCV/numpy unavailable for estimated alignment
geometric_sync_pilot_v1,000000000776,000000000776.jpg,whash,scaling,"{""intensity"": 0.75}",estimated,hamming_distance,,0.001064,OpenCV/numpy unavailable for estimated alignment
geometric_sync_pilot_v1,000000000776,000000000776.jpg,phash,scaling,"{""intensity"": 1.5}",none,hamming_distance,0,0.059500,
geometric_sync_pilot_v1,000000000776,000000000776.jpg,dhash,scaling,"{""intensity"": 1.5}",none,hamming_distance,0,0.051122,
geometric_sync_pilot_v1,000000000776,000000000776.jpg,ahash,scaling,"{""intensity"": 1.5}",none,hamming_distance,0,0.051291,
geometric_sync_pilot_v1,000000000776,000000000776.jpg,whash,scaling,"{""intensity"": 1.5}",none,hamming_distance,0,0.053009,
geometric_sync_pilot_v1,000000000776,000000000776.jpg,phash,scaling,"{""intensity"": 1.5}",oracle,hamming_distance,0,0.028600,
geometric_sync_pilot_v1,000000000776,000000000776.jpg,dhash,scaling,"{""intensity"": 1.5}",oracle,hamming_distance,0,0.036350,
geometric_sync_pilot_v1,000000000776,000000000776.jpg,ahash,scaling,"{""intensity"": 1.5}",oracle,hamming_distance,0,0.028994,
geometric_sync_pilot_v1,000000000776,000000000776.jpg,whash,scaling,"{""intensity"": 1.5}",oracle,hamming_distance,0,0.033534,
geometric_sync_pilot_v1,000000000776,000000000776.jpg,phash,scaling,"{""intensity"": 1.5}",estimated,hamming_distance,,0.000635,OpenCV/numpy unavailable for estimated alignment
geometric_sync_pilot_v1,000000000776,000000000776.jpg,dhash,scaling,"{""intensity"": 1.5}",estimated,hamming_distance,,0.000412,OpenCV/numpy unavailable for estimated alignment
geometric_sync_pilot_v1,000000000776,000000000776.jpg,ahash,scaling,"{""intensity"": 1.5}",estimated,hamming_distance,,0.000441,OpenCV/numpy unavailable for estimated alignment
geometric_sync_pilot_v1,000000000776,000000000776.jpg,whash,scaling,"{""intensity"": 1.5}",estimated,hamming_distance,,0.000399,OpenCV/numpy unavailable for estimated alignment
geometric_sync_pilot_v1,000000000785,000000000785.jpg,phash,rotation,"{""intensity"": 5}",none,hamming_distance,11,0.016602,
geometric_sync_pilot_v1,000000000785,000000000785.jpg,dhash,rotation,"{""intensity"": 5}",none,hamming_distance,8,0.014969,
geometric_sync_pilot_v1,000000000785,000000000785.jpg,ahash,rotation,"{""intensity"": 5}",none,hamming_distance,1,0.016251,
geometric_sync_pilot_v1,000000000785,000000000785.jpg,whash,rotation,"{""intensity"": 5}",none,hamming_distance,6,0.014125,
geometric_sync_pilot_v1,000000000785,000000000785.jpg,phash,rotation,"{""intensity"": 5}",oracle,hamming_distance,8,0.018562,
geometric_sync_pilot_v1,000000000785,000000000785.jpg,dhash,rotation,"{""intensity"": 5}",oracle,hamming_distance,10,0.017440,
geometric_sync_pilot_v1,000000000785,000000000785.jpg,ahash,rotation,"{""intensity"": 5}",oracle,hamming_distance,4,0.014574,
geometric_sync_pilot_v1,000000000785,000000000785.jpg,whash,rotation,"{""intensity"": 5}",oracle,hamming_distance,5,0.015590,
geometric_sync_pilot_v1,000000000785,000000000785.jpg,phash,rotation,"{""intensity"": 5}",estimated,hamming_distance,,0.001108,OpenCV/numpy unavailable for estimated alignment
geometric_sync_pilot_v1,000000000785,000000000785.jpg,dhash,rotation,"{""intensity"": 5}",estimated,hamming_distance,,0.000846,OpenCV/numpy unavailable for estimated alignment
geometric_sync_pilot_v1,000000000785,000000000785.jpg,ahash,rotation,"{""intensity"": 5}",estimated,hamming_distance,,0.000517,OpenCV/numpy unavailable for estimated alignment
geometric_sync_pilot_v1,000000000785,000000000785.jpg,whash,rotation,"{""intensity"": 5}",estimated,hamming_distance,,0.000586,OpenCV/numpy unavailable for estimated alignment
geometric_sync_pilot_v1,000000000785,000000000785.jpg,phash,rotation,"{""intensity"": 20}",none,hamming_distance,15,0.016133,
geometric_sync_pilot_v1,000000000785,000000000785.jpg,dhash,rotation,"{""intensity"": 20}",none,hamming_distance,13,0.022293,
geometric_sync_pilot_v1,000000000785,000000000785.jpg,ahash,rotation,"{""intensity"": 20}",none,hamming_distance,9,0.015758,
geometric_sync_pilot_v1,000000000785,000000000785.jpg,whash,rotation,"{""intensity"": 20}",none,hamming_distance,7,0.015165,
geometric_sync_pilot_v1,000000000785,000000000785.jpg,phash,rotation,"{""intensity"": 20}",oracle,hamming_distance,13,0.015230,
geometric_sync_pilot_v1,000000000785,000000000785.jpg,dhash,rotation,"{""intensity"": 20}",oracle,hamming_distance,11,0.016680,
geometric_sync_pilot_v1,000000000785,000000000785.jpg,ahash,rotation,"{""intensity"": 20}",oracle,hamming_distance,9,0.017558,
geometric_sync_pilot_v1,000000000785,000000000785.jpg,whash,rotation,"{""intensity"": 20}",oracle,hamming_distance,9,0.016576,
geometric_sync_pilot_v1,000000000785,000000000785.jpg,phash,rotation,"{""intensity"": 20}",estimated,hamming_distance,,0.000682,OpenCV/numpy unavailable for estimated alignment
geometric_sync_pilot_v1,000000000785,000000000785.jpg,dhash,rotation,"{""intensity"": 20}",estimated,hamming_distance,,0.000389,OpenCV/numpy unavailable for estimated alignment
geometric_sync_pilot_v1,000000000785,000000000785.jpg,ahash,rotation,"{""intensity"": 20}",estimated,hamming_distance,,0.000376,OpenCV/numpy unavailable for estimated alignment
geometric_sync_pilot_v1,000000000785,000000000785.jpg,whash,rotation,"{""intensity"": 20}",estimated,hamming_distance,,0.000375,OpenCV/numpy unavailable for estimated alignment
geometric_sync_pilot_v1,000000000785,000000000785.jpg,phash,scaling,"{""intensity"": 0.75}",none,hamming_distance,0,0.009814,
geometric_sync_pilot_v1,000000000785,000000000785.jpg,dhash,scaling,"{""intensity"": 0.75}",none,hamming_distance,0,0.016062,
geometric_sync_pilot_v1,000000000785,000000000785.jpg,ahash,scaling,"{""intensity"": 0.75}",none,hamming_distance,0,0.012131,
geometric_sync_pilot_v1,000000000785,000000000785.jpg,whash,scaling,"{""intensity"": 0.75}",none,hamming_distance,0,0.013069,
geometric_sync_pilot_v1,000000000785,000000000785.jpg,phash,scaling,"{""intensity"": 0.75}",oracle,hamming_distance,0,0.022286,
geometric_sync_pilot_v1,000000000785,000000000785.jpg,dhash,scaling,"{""intensity"": 0.75}",oracle,hamming_distance,0,0.018985,
geometric_sync_pilot_v1,000000000785,000000000785.jpg,ahash,scaling,"{""intensity"": 0.75}",oracle,hamming_distance,0,0.021938,
geometric_sync_pilot_v1,000000000785,000000000785.jpg,whash,scaling,"{""intensity"": 0.75}",oracle,hamming_distance,0,0.027014,
geometric_sync_pilot_v1,000000000785,000000000785.jpg,phash,scaling,"{""intensity"": 0.75}",estimated,hamming_distance,,0.000731,OpenCV/numpy unavailable for estimated alignment
geometric_sync_pilot_v1,000000000785,000000000785.jpg,dhash,scaling,"{""intensity"": 0.75}",estimated,hamming_distance,,0.003439,OpenCV/numpy unavailable for estimated alignment
geometric_sync_pilot_v1,000000000785,000000000785.jpg,ahash,scaling,"{""intensity"": 0.75}",estimated,hamming_distance,,0.000997,OpenCV/numpy unavailable for estimated alignment
geometric_sync_pilot_v1,000000000785,000000000785.jpg,whash,scaling,"{""intensity"": 0.75}",estimated,hamming_distance,,0.000889,OpenCV/numpy unavailable for estimated alignment
geometric_sync_pilot_v1,000000000785,000000000785.jpg,phash,scaling,"{""intensity"": 1.5}",none,hamming_distance,0,0.050094,
geometric_sync_pilot_v1,000000000785,000000000785.jpg,dhash,scaling,"{""intensity"": 1.5}",none,hamming_distance,0,0.053882,
geometric_sync_pilot_v1,000000000785,000000000785.jpg,ahash,scaling,"{""intensity"": 1.5}",none,hamming_distance,0,0.048363,
geometric_sync_pilot_v1,000000000785,000000000785.jpg,whash,scaling,"{""intensity"": 1.5}",none,hamming_distance,0,0.049882,
geometric_sync_pilot_v1,000000000785,000000000785.jpg,phash,scaling,"{""intensity"": 1.5}",oracle,hamming_distance,0,0.031587,
geometric_sync_pilot_v1,000000000785,000000000785.jpg,dhash,scaling,"{""intensity"": 1.5}",oracle,hamming_distance,0,0.031413,
geometric_sync_pilot_v1,000000000785,000000000785.jpg,ahash,scaling,"{""intensity"": 1.5}",oracle,hamming_distance,0,0.025643,
geometric_sync_pilot_v1,000000000785,000000000785.jpg,whash,scaling,"{""intensity"": 1.5}",oracle,hamming_distance,0,0.027167,
geometric_sync_pilot_v1,000000000785,000000000785.jpg,phash,scaling,"{""intensity"": 1.5}",estimated,hamming_distance,,0.000686,OpenCV/numpy unavailable for estimated alignment
geometric_sync_pilot_v1,000000000785,000000000785.jpg,dhash,scaling,"{""intensity"": 1.5}",estimated,hamming_distance,,0.000492,OpenCV/numpy unavailable for estimated alignment
geometric_sync_pilot_v1,000000000785,000000000785.jpg,ahash,scaling,"{""intensity"": 1.5}",estimated,hamming_distance,,0.000487,OpenCV/numpy unavailable for estimated alignment
geometric_sync_pilot_v1,000000000785,000000000785.jpg,whash,scaling,"{""intensity"": 1.5}",estimated,hamming_distance,,0.000396,OpenCV/numpy unavailable for estimated alignment
geometric_sync_pilot_v1,000000000802,000000000802.jpg,phash,rotation,"{""intensity"": 5}",none,hamming_distance,10,0.014427,
geometric_sync_pilot_v1,000000000802,000000000802.jpg,dhash,rotation,"{""intensity"": 5}",none,hamming_distance,9,0.014193,
geometric_sync_pilot_v1,000000000802,000000000802.jpg,ahash,rotation,"{""intensity"": 5}",none,hamming_distance,4,0.015744,
geometric_sync_pilot_v1,000000000802,000000000802.jpg,whash,rotation,"{""intensity"": 5}",none,hamming_distance,7,0.015290,
geometric_sync_pilot_v1,000000000802,000000000802.jpg,phash,rotation,"{""intensity"": 5}",oracle,hamming_distance,4,0.018586,
geometric_sync_pilot_v1,000000000802,000000000802.jpg,dhash,rotation,"{""intensity"": 5}",oracle,hamming_distance,2,0.015243,
geometric_sync_pilot_v1,000000000802,000000000802.jpg,ahash,rotation,"{""intensity"": 5}",oracle,hamming_distance,3,0.025299,
geometric_sync_pilot_v1,000000000802,000000000802.jpg,whash,rotation,"{""intensity"": 5}",oracle,hamming_distance,3,0.019263,
geometric_sync_pilot_v1,000000000802,000000000802.jpg,phash,rotation,"{""intensity"": 5}",estimated,hamming_distance,,0.000586,OpenCV/numpy unavailable for estimated alignment
geometric_sync_pilot_v1,000000000802,000000000802.jpg,dhash,rotation,"{""intensity"": 5}",estimated,hamming_distance,,0.000466,OpenCV/numpy unavailable for estimated alignment
geometric_sync_pilot_v1,000000000802,000000000802.jpg,ahash,rotation,"{""intensity"": 5}",estimated,hamming_distance,,0.000410,OpenCV/numpy unavailable for estimated alignment
geometric_sync_pilot_v1,000000000802,000000000802.jpg,whash,rotation,"{""intensity"": 5}",estimated,hamming_distance,,0.000408,OpenCV/numpy unavailable for estimated alignment
geometric_sync_pilot_v1,000000000802,000000000802.jpg,phash,rotation,"{""intensity"": 20}",none,hamming_distance,15,0.022105,
geometric_sync_pilot_v1,000000000802,000000000802.jpg,dhash,rotation,"{""intensity"": 20}",none,hamming_distance,14,0.019129,
geometric_sync_pilot_v1,000000000802,000000000802.jpg,ahash,rotation,"{""intensity"": 20}",none,hamming_distance,9,0.018285,
geometric_sync_pilot_v1,000000000802,000000000802.jpg,whash,rotation,"{""intensity"": 20}",none,hamming_distance,10,0.017319,
geometric_sync_pilot_v1,000000000802,000000000802.jpg,phash,rotation,"{""intensity"": 20}",oracle,hamming_distance,9,0.016212,
geometric_sync_pilot_v1,000000000802,000000000802.jpg,dhash,rotation,"{""intensity"": 20}",oracle,hamming_distance,7,0.019712,
geometric_sync_pilot_v1,000000000802,000000000802.jpg,ahash,rotation,"{""intensity"": 20}",oracle,hamming_distance,8,0.021958,
geometric_sync_pilot_v1,000000000802,000000000802.jpg,whash,rotation,"{""intensity"": 20}",oracle,hamming_distance,7,0.018177,
geometric_sync_pilot_v1,000000000802,000000000802.jpg,phash,rotation,"{""intensity"": 20}",estimated,hamming_distance,,0.000813,OpenCV/numpy unavailable for estimated alignment
geometric_sync_pilot_v1,000000000802,000000000802.jpg,dhash,rotation,"{""intensity"": 20}",estimated,hamming_distance,,0.000463,OpenCV/numpy unavailable for estimated alignment
geometric_sync_pilot_v1,000000000802,000000000802.jpg,ahash,rotation,"{""intensity"": 20}",estimated,hamming_distance,,0.000408,OpenCV/numpy unavailable for estimated alignment
geometric_sync_pilot_v1,000000000802,000000000802.jpg,whash,rotation,"{""intensity"": 20}",estimated,hamming_distance,,0.000400,OpenCV/numpy unavailable for estimated alignment
geometric_sync_pilot_v1,000000000802,000000000802.jpg,phash,scaling,"{""intensity"": 0.75}",none,hamming_distance,0,0.012734,
geometric_sync_pilot_v1,000000000802,000000000802.jpg,dhash,scaling,"{""intensity"": 0.75}",none,hamming_distance,0,0.013215,
geometric_sync_pilot_v1,000000000802,000000000802.jpg,ahash,scaling,"{""intensity"": 0.75}",none,hamming_distance,0,0.008728,
geometric_sync_pilot_v1,000000000802,000000000802.jpg,whash,scaling,"{""intensity"": 0.75}",none,hamming_distance,0,0.013229,
geometric_sync_pilot_v1,000000000802,000000000802.jpg,phash,scaling,"{""intensity"": 0.75}",oracle,hamming_distance,0,0.019888,
geometric_sync_pilot_v1,000000000802,000000000802.jpg,dhash,scaling,"{""intensity"": 0.75}",oracle,hamming_distance,0,0.023294,
geometric_sync_pilot_v1,000000000802,000000000802.jpg,ahash,scaling,"{""intensity"": 0.75}",oracle,hamming_distance,0,0.021957,
geometric_sync_pilot_v1,000000000802,000000000802.jpg,whash,scaling,"{""intensity"": 0.75}",oracle,hamming_distance,0,0.028142,
geometric_sync_pilot_v1,000000000802,000000000802.jpg,phash,scaling,"{""intensity"": 0.75}",estimated,hamming_distance,,0.000723,OpenCV/numpy unavailable for estimated alignment
geometric_sync_pilot_v1,000000000802,000000000802.jpg,dhash,scaling,"{""intensity"": 0.75}",estimated,hamming_distance,,0.000497,OpenCV/numpy unavailable for estimated alignment
geometric_sync_pilot_v1,000000000802,000000000802.jpg,ahash,scaling,"{""intensity"": 0.75}",estimated,hamming_distance,,0.000461,OpenCV/numpy unavailable for estimated alignment
geometric_sync_pilot_v1,000000000802,000000000802.jpg,whash,scaling,"{""intensity"": 0.75}",estimated,hamming_distance,,0.000457,OpenCV/numpy unavailable for estimated alignment
geometric_sync_pilot_v1,000000000802,000000000802.jpg,phash,scaling,"{""intensity"": 1.5}",none,hamming_distance,0,0.049694,
geometric_sync_pilot_v1,000000000802,000000000802.jpg,dhash,scaling,"{""intensity"": 1.5}",none,hamming_distance,0,0.050387,
geometric_sync_pilot_v1,000000000802,000000000802.jpg,ahash,scaling,"{""intensity"": 1.5}",none,hamming_distance,0,0.062048,
geometric_sync_pilot_v1,000000000802,000000000802.jpg,whash,scaling,"{""intensity"": 1.5}",none,hamming_distance,0,0.051537,
geometric_sync_pilot_v1,000000000802,000000000802.jpg,phash,scaling,"{""intensity"": 1.5}",oracle,hamming_distance,0,0.029456,
geometric_sync_pilot_v1,000000000802,000000000802.jpg,dhash,scaling,"{""intensity"": 1.5}",oracle,hamming_distance,0,0.027269,
geometric_sync_pilot_v1,000000000802,000000000802.jpg,ahash,scaling,"{""intensity"": 1.5}",oracle,hamming_distance,0,0.046867,
geometric_sync_pilot_v1,000000000802,000000000802.jpg,whash,scaling,"{""intensity"": 1.5}",oracle,hamming_distance,0,0.044569,
geometric_sync_pilot_v1,000000000802,000000000802.jpg,phash,scaling,"{""intensity"": 1.5}",estimated,hamming_distance,,0.000775,OpenCV/numpy unavailable for estimated alignment
geometric_sync_pilot_v1,000000000802,000000000802.jpg,dhash,scaling,"{""intensity"": 1.5}",estimated,hamming_distance,,0.000679,OpenCV/numpy unavailable for estimated alignment
geometric_sync_pilot_v1,000000000802,000000000802.jpg,ahash,scaling,"{""intensity"": 1.5}",estimated,hamming_distance,,0.000752,OpenCV/numpy unavailable for estimated alignment
geometric_sync_pilot_v1,000000000802,000000000802.jpg,whash,scaling,"{""intensity"": 1.5}",estimated,hamming_distance,,0.000656,OpenCV/numpy unavailable for estimated alignment
geometric_sync_pilot_v1,000000000872,000000000872.jpg,phash,rotation,"{""intensity"": 5}",none,hamming_distance,8,0.058777,
geometric_sync_pilot_v1,000000000872,000000000872.jpg,dhash,rotation,"{""intensity"": 5}",none,hamming_distance,8,0.056287,
geometric_sync_pilot_v1,000000000872,000000000872.jpg,ahash,rotation,"{""intensity"": 5}",none,hamming_distance,1,0.052426,
geometric_sync_pilot_v1,000000000872,000000000872.jpg,whash,rotation,"{""intensity"": 5}",none,hamming_distance,3,0.054564,
geometric_sync_pilot_v1,000000000872,000000000872.jpg,phash,rotation,"{""intensity"": 5}",oracle,hamming_distance,7,0.058576,
geometric_sync_pilot_v1,000000000872,000000000872.jpg,dhash,rotation,"{""intensity"": 5}",oracle,hamming_distance,3,0.060038,
geometric_sync_pilot_v1,000000000872,000000000872.jpg,ahash,rotation,"{""intensity"": 5}",oracle,hamming_distance,0,0.059401,
geometric_sync_pilot_v1,000000000872,000000000872.jpg,whash,rotation,"{""intensity"": 5}",oracle,hamming_distance,0,0.063336,
geometric_sync_pilot_v1,000000000872,000000000872.jpg,phash,rotation,"{""intensity"": 5}",estimated,hamming_distance,,0.000832,OpenCV/numpy unavailable for estimated alignment
geometric_sync_pilot_v1,000000000872,000000000872.jpg,dhash,rotation,"{""intensity"": 5}",estimated,hamming_distance,,0.000742,OpenCV/numpy unavailable for estimated alignment
geometric_sync_pilot_v1,000000000872,000000000872.jpg,ahash,rotation,"{""intensity"": 5}",estimated,hamming_distance,,0.000663,OpenCV/numpy unavailable for estimated alignment
geometric_sync_pilot_v1,000000000872,000000000872.jpg,whash,rotation,"{""intensity"": 5}",estimated,hamming_distance,,0.000453,OpenCV/numpy unavailable for estimated alignment
geometric_sync_pilot_v1,000000000872,000000000872.jpg,phash,rotation,"{""intensity"": 20}",none,hamming_distance,14,0.056010,
geometric_sync_pilot_v1,000000000872,000000000872.jpg,dhash,rotation,"{""intensity"": 20}",none,hamming_distance,14,0.060801,
geometric_sync_pilot_v1,000000000872,000000000872.jpg,ahash,rotation,"{""intensity"": 20}",none,hamming_distance,8,0.050913,
geometric_sync_pilot_v1,000000000872,000000000872.jpg,whash,rotation,"{""intensity"": 20}",none,hamming_distance,11,0.055682,
geometric_sync_pilot_v1,000000000872,000000000872.jpg,phash,rotation,"{""intensity"": 20}",oracle,hamming_distance,10,0.072401,
geometric_sync_pilot_v1,000000000872,000000000872.jpg,dhash,rotation,"{""intensity"": 20}",oracle,hamming_distance,2,0.071641,
geometric_sync_pilot_v1,000000000872,000000000872.jpg,ahash,rotation,"{""intensity"": 20}",oracle,hamming_distance,5,0.066634,
geometric_sync_pilot_v1,000000000872,000000000872.jpg,whash,rotation,"{""intensity"": 20}",oracle,hamming_distance,6,0.069717,
geometric_sync_pilot_v1,000000000872,000000000872.jpg,phash,rotation,"{""intensity"": 20}",estimated,hamming_distance,,0.000675,OpenCV/numpy unavailable for estimated alignment
geometric_sync_pilot_v1,000000000872,000000000872.jpg,dhash,rotation,"{""intensity"": 20}",estimated,hamming_distance,,0.000457,OpenCV/numpy unavailable for estimated alignment
geometric_sync_pilot_v1,000000000872,000000000872.jpg,ahash,rotation,"{""intensity"": 20}",estimated,hamming_distance,,0.000412,OpenCV/numpy unavailable for estimated alignment
geometric_sync_pilot_v1,000000000872,000000000872.jpg,whash,rotation,"{""intensity"": 20}",estimated,hamming_distance,,0.000437,OpenCV/numpy unavailable for estimated alignment
geometric_sync_pilot_v1,000000000872,000000000872.jpg,phash,scaling,"{""intensity"": 0.75}",none,hamming_distance,0,0.017517,
geometric_sync_pilot_v1,000000000872,000000000872.jpg,dhash,scaling,"{""intensity"": 0.75}",none,hamming_distance,0,0.017916,
geometric_sync_pilot_v1,000000000872,000000000872.jpg,ahash,scaling,"{""intensity"": 0.75}",none,hamming_distance,0,0.018399,
geometric_sync_pilot_v1,000000000872,000000000872.jpg,whash,scaling,"{""intensity"": 0.75}",none,hamming_distance,0,0.015745,
geometric_sync_pilot_v1,000000000872,000000000872.jpg,phash,scaling,"{""intensity"": 0.75}",oracle,hamming_distance,0,0.090485,
geometric_sync_pilot_v1,000000000872,000000000872.jpg,dhash,scaling,"{""intensity"": 0.75}",oracle,hamming_distance,0,0.083742,
geometric_sync_pilot_v1,000000000872,000000000872.jpg,ahash,scaling,"{""intensity"": 0.75}",oracle,hamming_distance,0,0.069384,
geometric_sync_pilot_v1,000000000872,000000000872.jpg,whash,scaling,"{""intensity"": 0.75}",oracle,hamming_distance,0,0.065647,
geometric_sync_pilot_v1,000000000872,000000000872.jpg,phash,scaling,"{""intensity"": 0.75}",estimated,hamming_distance,,0.000652,OpenCV/numpy unavailable for estimated alignment
geometric_sync_pilot_v1,000000000872,000000000872.jpg,dhash,scaling,"{""intensity"": 0.75}",estimated,hamming_distance,,0.000431,OpenCV/numpy unavailable for estimated alignment
geometric_sync_pilot_v1,000000000872,000000000872.jpg,ahash,scaling,"{""intensity"": 0.75}",estimated,hamming_distance,,0.000409,OpenCV/numpy unavailable for estimated alignment
geometric_sync_pilot_v1,000000000872,000000000872.jpg,whash,scaling,"{""intensity"": 0.75}",estimated,hamming_distance,,0.000435,OpenCV/numpy unavailable for estimated alignment
geometric_sync_pilot_v1,000000000872,000000000872.jpg,phash,scaling,"{""intensity"": 1.5}",none,hamming_distance,0,0.057455,
geometric_sync_pilot_v1,000000000872,000000000872.jpg,dhash,scaling,"{""intensity"": 1.5}",none,hamming_distance,0,0.060982,
geometric_sync_pilot_v1,000000000872,000000000872.jpg,ahash,scaling,"{""intensity"": 1.5}",none,hamming_distance,0,0.058430,
geometric_sync_pilot_v1,000000000872,000000000872.jpg,whash,scaling,"{""intensity"": 1.5}",none,hamming_distance,0,0.051556,
geometric_sync_pilot_v1,000000000872,000000000872.jpg,phash,scaling,"{""intensity"": 1.5}",oracle,hamming_distance,0,0.069843,
geometric_sync_pilot_v1,000000000872,000000000872.jpg,dhash,scaling,"{""intensity"": 1.5}",oracle,hamming_distance,0,0.076656,
