method,metric,transform_name,intensity_value,n_images,mean,median,sd,ci_level,ci_method,ci_low,ci_high,bootstrap_seed,bootstrap_repetitions
trustmark,decode_present,crop_random,0.6,1200,0.027500,0.000000,0.163603,0.95,wilson_binomial,0.019648,0.038368,,
trustmark,decode_present,crop_random,0.7,1200,0.030000,0.000000,0.170658,0.95,wilson_binomial,0.021747,0.041252,,
trustmark,decode_present,crop_random,0.8,1200,0.025833,0.000000,0.158704,0.95,wilson_binomial,0.018258,0.036435,,
trustmark,decode_present,gaussian_blur,0.5,1200,0.988333,1.000000,0.107425,0.95,wilson_binomial,0.980512,0.993038,,
trustmark,decode_present,gaussian_blur,1.0,1200,0.986667,1.000000,0.114745,0.95,wilson_binomial,0.978451,0.991776,,
trustmark,decode_present,gaussian_blur,1.5,1200,0.985000,1.000000,0.121603,0.95,wilson_binomial,0.976414,0.990491,,
trustmark,decode_present,gaussian_blur,2.0,1200,0.982500,1.000000,0.131180,0.95,wilson_binomial,0.973395,0.988526,,
trustmark,decode_present,gaussian_blur,3.0,1200,0.923333,1.000000,0.266173,0.95,wilson_binomial,0.906892,0.937073,,
trustmark,decode_present,gaussian_blur,5.0,1200,0.325833,0.000000,0.468881,0.95,wilson_binomial,0.299908,0.352870,,
trustmark,decode_present,jpeg_compression,10,1200,0.038333,0.000000,0.192080,0.95,wilson_binomial,0.028861,0.050752,,
trustmark,decode_present,jpeg_compression,20,1200,0.423333,0.000000,0.494293,0.95,wilson_binomial,0.395666,0.451490,,
trustmark,decode_present,jpeg_compression,35,1200,0.800833,1.000000,0.399540,0.95,wilson_binomial,0.777293,0.822454,,
trustmark,decode_present,jpeg_compression,5,1200,0.026667,0.000000,0.161174,0.95,wilson_binomial,0.018952,0.037402,,
trustmark,decode_present,jpeg_compression,50,1200,0.899167,1.000000,0.301233,0.95,wilson_binomial,0.880836,0.914950,,
trustmark,decode_present,jpeg_compression,65,1200,0.940833,1.000000,0.236035,0.95,wilson_binomial,0.926025,0.952828,,
trustmark,decode_present,jpeg_compression,80,1200,0.968333,1.000000,0.175184,0.95,wilson_binomial,0.956835,0.976843,,
trustmark,decode_present,jpeg_compression,95,1200,0.984167,1.000000,0.124882,0.95,wilson_binomial,0.975403,0.989840,,
trustmark,decode_present,letterbox,black,1200,0.084167,0.000000,0.277753,0.95,wilson_binomial,0.069754,0.101233,,
trustmark,decode_present,letterbox,grey,1200,0.075833,0.000000,0.264842,0.95,wilson_binomial,0.062171,0.092202,,
trustmark,decode_present,none,,1200,0.987500,1.000000,0.111149,0.95,wilson_binomial,0.979478,0.992410,,
trustmark,decode_present,rotation,1,1200,0.983333,1.000000,0.128072,0.95,wilson_binomial,0.974397,0.989185,,
trustmark,decode_present,rotation,10,1200,0.013333,0.000000,0.114745,0.95,wilson_binomial,0.008224,0.021549,,
trustmark,decode_present,rotation,2,1200,0.808333,1.000000,0.393776,0.95,wilson_binomial,0.785093,0.829606,,
trustmark,decode_present,rotation,20,1200,0.023333,0.000000,0.151023,0.95,wilson_binomial,0.016192,0.033517,,
trustmark,decode_present,rotation,45,1200,0.035000,0.000000,0.183856,0.95,wilson_binomial,0.025997,0.046971,,
trustmark,decode_present,rotation,5,1200,0.015000,0.000000,0.121603,0.95,wilson_binomial,0.009509,0.023586,,
trustmark,decode_present,rotation,70,1200,0.029167,0.000000,0.168344,0.95,wilson_binomial,0.021046,0.040293,,
trustmark,decode_present,rotation,90,1200,0.028333,0.000000,0.165993,0.95,wilson_binomial,0.020346,0.039331,,
trustmark,decode_present,salt_pepper_noise,0.01,1200,0.867500,1.000000,0.339175,0.95,wilson_binomial,0.847140,0.885515,,
trustmark,decode_present,salt_pepper_noise,0.02,1200,0.595833,1.000000,0.490935,0.95,wilson_binomial,0.567805,0.623250,,
trustmark,decode_present,salt_pepper_noise,0.04,1200,0.218333,0.000000,0.413287,0.95,wilson_binomial,0.195878,0.242586,,
trustmark,decode_present,salt_pepper_noise,0.06,1200,0.090000,0.000000,0.286301,0.95,wilson_binomial,0.075089,0.107527,,
trustmark,decode_present,salt_pepper_noise,0.1,1200,0.046667,0.000000,0.211012,0.95,wilson_binomial,0.036111,0.060116,,
trustmark,decode_present,salt_pepper_noise,0.15,1200,0.040000,0.000000,0.196041,0.95,wilson_binomial,0.030301,0.052634,,
trustmark,decode_present,saturation,0.2,1200,0.951667,1.000000,0.214559,0.95,wilson_binomial,0.938025,0.962426,,
trustmark,decode_present,saturation,0.43,1200,0.982500,1.000000,0.131180,0.95,wilson_binomial,0.973395,0.988526,,
trustmark,decode_present,saturation,0.66,1200,0.986667,1.000000,0.114745,0.95,wilson_binomial,0.978451,0.991776,,
trustmark,decode_present,saturation,0.89,1200,0.987500,1.000000,0.111149,0.95,wilson_binomial,0.979478,0.992410,,
trustmark,decode_present,saturation,1.11,1200,0.985000,1.000000,0.121603,0.95,wilson_binomial,0.976414,0.990491,,
trustmark,decode_present,saturation,1.34,1200,0.977500,1.000000,0.148365,0.95,wilson_binomial,0.967461,0.984491,,
trustmark,decode_present,saturation,1.57,1200,0.967500,1.000000,0.177398,0.95,wilson_binomial,0.955881,0.976136,,
trustmark,decode_present,saturation,1.8,1200,0.952500,1.000000,0.212794,0.95,wilson_binomial,0.938954,0.963158,,
trustmark,decode_present,scaling,0.25,1200,0.975833,1.000000,0.153630,0.95,wilson_binomial,0.965508,0.983122,,
trustmark,decode_present,scaling,0.5,1200,0.989167,1.000000,0.103561,0.95,wilson_binomial,0.981553,0.993658,,
trustmark,decode_present,scaling,0.75,1200,0.988333,1.000000,0.107425,0.95,wilson_binomial,0.980512,0.993038,,
trustmark,decode_present,scaling,1.5,1200,0.987500,1.000000,0.111149,0.95,wilson_binomial,0.979478,0.992410,,
trustmark,decode_present,scaling,2.0,1200,0.987500,1.000000,0.111149,0.95,wilson_binomial,0.979478,0.992410,,
trustmark,decode_present,scaling,3.0,1200,0.988333,1.000000,0.107425,0.95,wilson_binomial,0.980512,0.993038,,
trustmark,decode_present,vibrancy,0.2,1200,0.901667,1.000000,0.297889,0.95,wilson_binomial,0.883516,0.917254,,
trustmark,decode_present,vibrancy,0.43,1200,0.919167,1.000000,0.272693,0.95,wilson_binomial,0.902373,0.933285,,
trustmark,decode_present,vibrancy,0.66,1200,0.942500,1.000000,0.232893,0.95,wilson_binomial,0.927862,0.954314,,
trustmark,decode_present,vibrancy,0.89,1200,0.968333,1.000000,0.175184,0.95,wilson_binomial,0.956835,0.976843,,
trustmark,decode_present,vibrancy,1.11,1200,0.983333,1.000000,0.128072,0.95,wilson_binomial,0.974397,0.989185,,
trustmark,decode_present,vibrancy,1.34,1200,0.882500,1.000000,0.322149,0.95,wilson_binomial,0.863048,0.899511,,
trustmark,decode_present,vibrancy,1.57,1200,0.665833,1.000000,0.471895,0.95,wilson_binomial,0.638653,0.691955,,
trustmark,decode_present,vibrancy,1.8,1200,0.394167,0.000000,0.488875,0.95,wilson_binomial,0.366898,0.422111,,
